filename	event_labels
5n30m85UFic	speech,cheering,playing_soccer,alarm,laughter,clapping
5nG4DtmgXKk	chicken_rooster
5nZu6QpfG0g	helicopter
5nuaIMKs6fE	rodents
5o3hvMsRSp8	chicken_rooster
5oTTHnVmBpc	speech,clapping,cheering
5onjQeXfwUE	speech,banjo
5p5iZEJ1lv8	drum,cheering,singing,speech
5r0KoCRQZ4U	chicken_rooster
5rTvRGbI7LA	chicken_rooster,speech
5rd_WwD_aOQ	singing,drum,piano,guitar
5rhXcyUqjLY	chicken_rooster
5rhkV2qggGc	fixed-wing_aircraft,speech
5rm-H4EO8D0	rodents,speech
5sYk-7v74C8	singing,drum,piano
5ssPXWs8vg8	chicken_rooster
5tVUZcDC_Ss	playing_tennis
5vKbho9B_GA	chicken_rooster
5vRkQ48mtPA	dog,piano,singing
5w0d4JPdzr8	drum,singing,speech
5wFkd5o1uj4	singing,drum,cello,cheering,clapping
5wIK1otb-2E	playing_tennis
5wK2QSF1TqE	drum,piano,speech
5wSBsaL4t-4	chicken_rooster
5wZT7mokZU8	rodents
5xklhqtPZho	alarm
5xtqkdUejcs	chicken_rooster,speech
5y55yGWlutQ	playing_ping-pong,speech
5yJ6L5GszsM	chicken_rooster
5yihxU9cg9s	playing_badminton,speech
5zLblkp2yOQ	playing_basketball,speech
5zYoE0OzoBU	playing_basketball,speech,clapping
6-DAiSEzRA4	chainsaw
6-Lmux2v2g4	chicken_rooster
605mGLVreVg	piano
60CDw73x8Kg	playing_badminton,speech
60Dla4vjaps	playing_basketball,speech,clapping
610TuLNPepE	chainsaw
613nU6austA	playing_volleyball,cheering
61sZ_Cmnqog	chicken_rooster,dog,speech
62EvJmkO77E	rodents
63LdjAAFq1U	singing
63OzQd1VroA	playing_basketball,speech,clapping
64Ki_tNwxkw	dance,singing
64hJB1Q419I	singing
65AzbQEMs-o	chicken_rooster
669Fk7afszw	banjo
66yIJ2EC1Tc	chicken_rooster
67-6r0Lc0Vs	fixed-wing_aircraft
68IDuqCz2jA	cat,laughter
69X7tP6p7E0	playing_basketball,cheering,speech
6AVJ-Ngz2Z4	dog,car,speech
6B4IVcCuIZE	fixed-wing_aircraft,speech
6BzTUuIG7qw	alarm
6CIYx-DBRx0	playing_basketball,speech,clapping
6D-omy9GPRg	playing_basketball,speech
6DU23OQRE1A	horse,speech,laughter
6E3ZOl-wlB0	speech,banjo,laughter,singing
6EV1FMcNbxw	guitar
6EiB2oiKU18	cello,violin
6HNccHZPKv8	playing_basketball,speech
6I0gX_r7N5Q	accordion
6IBYph9y--w	playing_ping-pong,clapping,speech
6IHDKTiGoSg	playing_basketball,speech,clapping
6IOiyyPnAKQ	speech,cat,laughter
6JJXIW5j6-I	guitar
6JSG4mGEDO0	playing_tennis
6LCenarr89k	playing_basketball,speech,clapping
6Ld_zGk4m8g	cat
6MBV8lTyBss	fixed-wing_aircraft
6NqS3vYvf6Q	horse,speech
6OSLFLKDevI	cheering,drum,singing,guitar
6OTA6KVW9-A	playing_basketball,speech,clapping
6OpgWMqyyd8	playing_ping-pong,speech
6SBuAG6oL5k	speech,cheering,violin
6TK5RTfpzlg	speech,laughter
6UIoEOTZmR8	playing_ping-pong,laughter,clapping
6UZUdrWf9fA	car_alarm,speech
6WDNmf8ljgc	speech,playing_baseball,clapping,laughter
6Yv8NkFdGqs	cry
6YzGOq42zLk	singing,piano
6Z1eAbekeLg	chainsaw
6ZKRLMhDkP0	clapping,cheering,piano,violin
6ZjdUiJjXEk	playing_basketball,speech,clapping
6aMxQCx0-wI	playing_basketball,speech
6aYfccsgIjk	cry,dog
6alqHlV7MTY	piano,drum,singing,cheering
6cGphtwSpRo	cry
6cRmNYOvCiU	alarm
6cp2Ul7Fltc	fixed-wing_aircraft
6cwNiFIIsA4	dog,clapping,speech
6dIp4kd2Rbw	fixed-wing_aircraft
6d_RTzFfQUE	playing_tennis
6dtatA6Jj2o	singing,cheering
6eUbFs4mBXs	frisbee,dog,speech
6f3zCgnv-t8	frisbee,speech,laughter,cheering
6gC-UfM4t98	helicopter,speech
6gLbCktiyAM	chainsaw,speech
6hiv5QbKUWM	speech,laughter,drum,singing,car,cheering,playing_tennis
6hpNFfjpFHU	playing_tennis
6i_AzhlE5R0	chainsaw
6juv8ca7fyE	playing_ping-pong,laughter,speech
6k4lcF9IGUk	playing_basketball,singing
6kPSAfweKwU	dog,rodents,speech
6mY0HlGQBfs	car,cheering
6nBf0wHORiU	fixed-wing_aircraft,speech
6nakxDQFBlI	fixed-wing_aircraft,speech
6ogfGOdMc-s	drum,cheering,piano,speech
6oszWBRTCzA	playing_badminton,speech
6pY2zz2_CCU	cat,singing,speech
6pfjaU9GpDo	playing_basketball,speech
6r9JaJNZ0R8	clapping,piano,violin
6tXDLR1HA88	playing_basketball,speech,clapping
6w4l_n6EtSs	rodents,speech
6xMGgvQPTbM	frisbee,dog
6yOgrJVl0RY	piano,speech,clapping,cheering
6zTc2hD2npA	violin,cello,drum,clapping
70Sd8h3XXvU	fixed-wing_aircraft,speech
7115B9a416M	accordion
713oD5dC1rY	guitar,drum,clapping,cheering
71veX4kAgNc	helicopter,speech
72F30o9V8v0	horse,speech
72jSP7GAuYs	playing_badminton,speech
72nBbhaWCkk	piano,drum,cheering,speech
73KjGH7jcMI	singing,cheering,clapping,dance
73mc7oBhaYI	guitar,singing
74rZ_mljj18	playing_basketball,speech,clapping
75lKfFML-Uc	accordion,guitar
76S5Xg3Jxlc	drum,cheering,speech
76UZQRJq028	playing_tennis,speech
78zFFPH4sZk	playing_baseball,speech,cheering,clapping
7B9BmsA18mA	speech,singing,cry
7Cey4yVxuSk	playing_badminton,clapping,cheering
7CoLnTZn774	chainsaw
7CtMrf4TVkI	speech,chicken_rooster,car
7DJgHwseiDI	speech,clapping,cheering,playing_tennis
7D_0HDnGmWQ	playing_basketball,speech,clapping
7FyAsrrh4lk	fixed-wing_aircraft,speech
7GfX68q7mcs	playing_badminton,cheering
7H8bjTxpvbw	playing_badminton
7IOd1YfXlOA	car,laughter,speech
7KcB_dcPX98	playing_badminton,speech
7LrWGGJFEJo	car_alarm,car
7MAADmeogHo	speech
7O9QOiAX7sE	frisbee,dog
7OBn3vC9AvY	cello
7PTk5RHCeg0	cheering,laughter,speech
7Q-y1ZsOUcE	playing_badminton
7Q4yFahFD7o	playing_basketball,speech
7Q59Tviu-6g	playing_ping-pong,speech
7Q98Th-uwdc	speech,playing_badminton,laughter
7QKa3IfG0Zk	speech,laughter
7Ql-LsA1aJY	playing_tennis,speech,cheering,laughter
7RAzgVy3rIQ	rodents
7Soo7mXCnq0	helicopter,speech
7TRrkoz8iYw	chainsaw,speech
7Td1haM1QJw	speech,cheering
7U6GGGRJPs4	guitar,drum,speech,cry,laughter
7U_0thgSjKI	singing,cheering,laughter
7Urn3ub5_6g	playing_ping-pong,clapping,cheering
7XLMpyqLP7k	fixed-wing_aircraft,speech,laughter
7YWMPBHKdyY	shofar,singing,piano
7YsVOrYcW9c	speech
7_Z_5kT-V80	playing_ping-pong,clapping
7_xkhnbnI7M	cat,speech
7a0HGyoKyhA	frisbee,dog,speech
7behQn6vykM	car_alarm
7biN0MVMzsM	speech,playing_basketball
7brboN4nzcE	helicopter,speech
7c6wg9W8DEc	fixed-wing_aircraft
7cUZ14YWSYc	car_alarm
7cWBAygFKFQ	fixed-wing_aircraft,speech
7ckyVndW6R8	chainsaw
7ev_annyWRU	playing_ping-pong,clapping,cheering
7fsBIMRNhOE	playing_ping-pong,clapping,laughter
7g9-jcS4kcs	horse,speech,laughter
7gkMjbwvxeo	drum,guitar,singing
7hpLQJTgamU	helicopter
7hz5lyhZmyc	speech,clapping,cheering,playing_volleyball
7iGbHQarjLk	playing_basketball
7kZwRpRfbv4	playing_badminton,speech,laughter
7koIXY-lp2U	playing_tennis,speech,cheering
7ly236Hvae0	chainsaw
7mxoNmYi22Q	cry
7nnOX-yZ-wE	chainsaw
7o9DKlvDOOs	fixed-wing_aircraft
7oK_WvjT4AE	playing_badminton,speech,clapping
7obYklU0KQM	cry,speech
7qy1e25wYAo	cheering,clapping
7sJCu2b4rY0	playing_ping-pong,clapping,cheering
7t-ehSbRlRY	guitar,singing
7t3xBqAWLaU	cello,violin,guitar
7tjjOexHSnY	fixed-wing_aircraft,speech
7tsuYUeV7_k	helicopter,speech
7vIwU-zKyoQ	cello
7vahyY7NUV8	fixed-wing_aircraft
7xOyT74Ne-s	alarm
7xZjykMtAXk	playing_ping-pong,speech
7yLxxyzGiko	chicken_rooster
7zeOq_0cCxM	speech,laughter,cry,cat
806ULbLhOzE	playing_ping-pong,clapping,laughter
83C1jdaWwSg	chainsaw
843KslrU6wk	banjo,singing,speech
847vzyiJDLA	cry,speech
84RQhoevbcE	speech,playing_ping-pong,singing
84hCLA9muLk	playing_basketball,clapping,cheering
86S3wpB1I2c	speech,cry
87-9qD6aicQ	playing_basketball,speech
89PKbJ2NAqc	speech,singing,drum,piano,cheering
89PzuqeWWYQ	singing,clapping
8Azof4Cn9y8	speech,playing_basketball
8Bv90VzWnwE	piano
8DTKCAv9ods	speech,laughter,clapping
8DZ6XoZrRM4	drum,cheering,singing,speech
8EZxpgFvdf4	speech,playing_ping-pong
8Eorkuys5Yo	guitar,singing
8FJgaUa_TFw	playing_ping-pong,clapping,cheering
8FVqqQvYq88	horse,speech,laughter
8Fmtk7LyQVs	playing_volleyball,alarm
8Fp3LHfZxl8	playing_basketball,clapping
8GD1uWOpj-0	playing_badminton
8GX9krUThE8	guitar,speech
8GxqvnQyaxs	speech
8H4ELRUXVVw	playing_volleyball,cheering,clapping,speech
8Hc0LW5yxu8	playing_basketball
8I0xQaVN8ZU	playing_basketball,speech,laughter
8IUzEWdSybE	playing_badminton
8Il3FjtL0Rs	chainsaw
8J41CsGYhNI	playing_tennis
8JPwzZvlX6E	playing_ping-pong,clapping,cheering
8JSG6LrK1FY	fixed-wing_aircraft,speech
8JgckTuL1WA	playing_badminton,speech
8KEU7cm_rjE	speech
8KPDCdFH6no	speech,violin,clapping,cheering
8O1cLqQrn4o	playing_badminton,speech
8OKH2TaZiYM	alarm,speech
8QAgcGaPMoo	fixed-wing_aircraft
8RMEF65f3fQ	playing_basketball,clapping,cheering
8SFY-Rx8l3c	cheering,laughter,speech
8TW6eA6hIS4	alarm
8UrEmskX-XM	helicopter,fixed-wing_aircraft,drum
8V25GbvDMPQ	frisbee,dog
8VUR1eHLIPA	playing_volleyball,speech,clapping
8WMRrXWeepA	chainsaw
8WsUMZ3o4yQ	playing_badminton,speech,car
8XeWW52N1ls	fixed-wing_aircraft
8Xys5aYaNb8	playing_basketball
8Y2MhNJD7ng	car,alarm,car_alarm
8YRdbD4eRV4	car_alarm
8YjckYU7TzI	chainsaw,dog
8YvaA_D9XKA	alarm,speech
8YxwFUr3KKM	playing_basketball,speech,clapping
8ZniS0u3UOE	fixed-wing_aircraft,speech
8_VEhgzGd9s	playing_basketball,speech
8_xdWIziFpI	cry
8bcacFnbBe0	dog,laughter,speech
8bcddDjPcAU	cheering,playing_tennis,clapping,singing
8bojw-jtj_w	playing_basketball,speech,clapping
8bpsyzwKMaU	fixed-wing_aircraft,speech
8c_CoYDgZMY	speech,horse,clapping,cheering
8cjOeQbHXEM	playing_basketball,speech
8d3WbkLC7Gw	speech,dog
8h62fDwikAA	speech,car,laughter,cheering
8hGQPuYoaiM	banjo,car,singing,speech
8htMHMJKF9c	playing_basketball,speech
8i6Q3T0p06c	playing_volleyball,speech,clapping
8i8f1FJBKGs	playing_badminton
8j7ShQ42Du0	accordion
8m6ktbBTe0A	fixed-wing_aircraft,speech
8m8GBmwgi6A	playing_badminton,speech
8nEiCAJb58Q	speech
8nb6g-GBj7I	playing_basketball,speech,clapping
8np7wFQdfXg	chainsaw
8pr4i_EwsSk	playing_basketball,speech,clapping
8qe2hxkISU0	playing_basketball
8r6gOlefJYY	speech,playing_badminton,clapping
8rd7e3TBid0	playing_ping-pong,clapping,cheering
8rfO76gk4uU	speech,car,dog,car_alarm
8sV0ysywFNk	horse,speech
8sdHysIqAJ4	alarm,speech
8spcnH0LalI	playing_ping-pong,clapping,cheering
8thVOhBWMDM	playing_badminton,speech
8tmNTR4SOiY	drum,cheering,singing,speech
8tn8CnP4MTs	cry
8uACbULAiBE	speech,laughter,playing_ping-pong
8uAr0ZEa6kc	playing_badminton,speech
8uPMNYjFeWM	speech,horse,laughter
8vPlX_7UYrY	speech,cheering,laughter
8vfiA8RojjY	cheering,singing
8vkOYo3ha1Y	fixed-wing_aircraft,speech,laughter
8xpT2UQhzqE	playing_tennis
8z6DUM5EXxo	playing_badminton
9-np6FEgfcw	fixed-wing_aircraft
9-rVcKMVagM	playing_basketball
90IdluodyzI	frisbee,dog,speech
912TBjGNzUg	cry,speech
91V7srqRioM	piano
93uXm-hJSX0	dog
94EL6YVUApM	playing_ping-pong,clapping,speech
94jh9txNtWQ	playing_basketball,clapping,cheering
94vZPwtXWZQ	guitar,cheering,speech
95d8oWtcXf4	guitar,violin,piano
96KU7Qpa-i8	playing_tennis,speech,cheering
96U1ardfVdc	cheering,clapping,speech,piano
979giyfT_So	playing_badminton,speech
97R5pNgkCcw	horse,speech,cheering,car
97rSobuKBxI	fixed-wing_aircraft,speech,clapping
98_NKwLTEBo	speech,clapping,cheering
99PtaOQbBIY	cat,speech
9AYvbeE11zU	speech,cry
9B0Kb_aw15g	singing,guitar
9C4gbBefPSI	speech,playing_badminton,laughter
9D1ilg4Hv2c	playing_ping-pong,speech
9Ffom_VeSOo	speech,playing_badminton
9IAcCV5FJGo	shofar,speech
9IE1OfndZ6Q	speech,cheering,clapping
9IuFwl2AtcI	cry,speech
9J1PMhNY2MM	alarm
9J5wqwY9lMs	playing_badminton,speech,clapping
9M7GFyBrf0M	cheering,speech,alarm,car,car_alarm
9MpO8lw_Rj4	drum,singing
9OSR570XxSI	playing_badminton,chicken_rooster
9UKEAxNYU8E	singing,clapping
9UzkGPGOy_0	clapping,speech,car_alarm
9VnBGUoilDA	guitar
9WRICZwcATA	rodents
9XFgzi6H3Eo	speech,car
9XbEpGLiJCQ	clapping,speech,playing_badminton
9ZK4WKzNkEU	cat,speech
9_wuEvN2OnQ	playing_badminton,speech
9cFtUqRQ9ew	drum,chicken_rooster,piano,cry
9cW--NcKqI4	car_alarm,singing
9fewLloOpjQ	helicopter,speech,cheering
9gQ8QKCIGIU	alarm,chicken_rooster
9gXQY1Fns9w	singing,laughter,speech,piano,dance
9jEMxayZHUM	alarm,speech,cheering,clapping,playing_badminton
9n_lbfROx_A	piano,singing,speech,drum
9npEh0yI-8Q	car_alarm,speech
9nz5P7qOP4s	playing_basketball,speech,laughter
9oCnuj9CoTg	car_alarm,speech
9pnF7WN9_9U	banjo,singing,guitar,piano,accordion
9qZPbd-YYvo	speech,playing_ping-pong,laughter,dance,clapping,cheering,piano
9qsr_2wjnsU	alarm
9sT6q3jKh6M	playing_basketball,speech
9uSD-X-FrYw	violin,cello
9ujo7dNiHvM	playing_badminton,speech,clapping
9wWnjKvn-QM	guitar,singing
9x-bX4yeZmU	rodents
9xpVjEjSA2U	playing_ping-pong,car_alarm,speech
9y1lQfK0CSY	fixed-wing_aircraft
9ze1Lo81_lU	cheering
A-GNszKtjJc	car_alarm,car,speech
A085f7AiL_k	speech,laughter,cheering
A0SofEai_pQ	playing_ping-pong,clapping
A0yIpsXuY4c	playing_basketball,speech,cheering
A39QHRBO82U	dog,clapping,cheering
A437a4Y_xag	car,car_alarm,speech
A4_ShAy4JzQ	drum,cheering,speech
A7kiWTT0v3U	playing_ping-pong
A7u7ZujlWrg	dog,frisbee
A8-04aGmHdw	rodents
A8IVASo0umU	playing_ping-pong,clapping,cheering
A9BzfIxSlFg	speech,drum
A9FJYQGSozc	playing_badminton,clapping,cheering
A9m3IfjUHzU	rodents
AAR9Hxsyo-E	playing_tennis
AB7eCNI2_Ow	speech
ABB8aRiKurQ	cheering,speech
ABbj9XFAW2A	alarm,laughter
AEM-fGGsPs8	accordion,speech
AENoR7Jp8oo	cry
AEgdtwWvyKc	chainsaw,helicopter
AElKZMncLE8	rodents
AFY3Mn_j0e8	car_alarm
AGeIInB4b34	singing,playing_baseball,speech
AGoap08Wsfw	guitar,singing
AGu6pp-phxc	helicopter
AJ2_gn8V2fo	playing_basketball,speech
AJaIN729lc8	alarm,speech
AKdT8WAIGmk	playing_basketball,clapping,speech
ALtGqSdt-4w	car,speech,bicycle,car_alarm,piano
AM1DHUX0o-k	violin,clapping,cheering
AN1MRXyB9X0	playing_ping-pong,speech
ANvGzVp_Ti8	shofar,singing,drum
AODykrJqBko	helicopter,speech
AQ6cqpa6G8M	playing_basketball,clapping,speech
AQh9Zek1q8k	laughter,speech
ASZtu8UlmCo	playing_volleyball,speech
ATsCaLwBbh8	drum,guitar,cheering,singing,speech
AWvNyjg1xdM	guitar,singing,cheering
AXTJ-3J4TmA	playing_ping-pong,cheering
AYIPCCnr7M8	playing_basketball
AYKN-9CVeb0	playing_badminton,speech,laughter
AYmpg6zhoPM	dog,cheering,clapping
AbdOQXDtcqE	cheering,laughter
Ac17vTPGbl0	cry
Ac4KMJJtqM8	laughter,playing_tennis,cheering,speech
AcWkoFCw3ek	rodents,speech
Ac_8KQGAe0c	cat,speech
AdLgLvRk-yo	speech,playing_volleyball,cheering
AdTSpfTB0C8	car,car_alarm,speech
AdrFi95wthc	rodents,speech
AetTT3d5k70	singing,playing_baseball,speech
AfQAcu2b-OI	guitar,banjo,cello,cheering,speech,clapping
AgtElMdiqPU	playing_badminton
AhQIbf_mzTo	speech,laughter,cry,piano
Aia-vxoO17Y	drum,cheering,speech
Aieg7C1o234	playing_ping-pong,speech
Aj0YqRDzXyM	rodents,cry
Ajl8dwVZgAo	accordion
AjyE2OML1sY	drum,violin,cheering,clapping
Akb_KqIuXug	playing_badminton,clapping
Akl1_vzx00w	dog,frisbee,speech,cheering
AlQh-IUhvwE	chainsaw,speech
AliSNrQrW0Y	playing_ping-pong,speech
AoKoQp241Nw	playing_volleyball,cheering,clapping,speech
AoRuxdVDyhY	playing_badminton,speech
ApqTL3dFTdM	helicopter,laughter
Ar3wg-Z0Zk0	playing_soccer,speech,clapping,cheering
ArCIvp4DDwE	playing_ping-pong
AtcyoMXo4WE	piano,singing
Auy0KGsXAIg	bicycle,speech
AvEJZqK2G1A	playing_basketball,speech,clapping
AxBqHaz7iU8	singing,drum,clapping
AxyZNHNpqyA	drum,cheering,singing,speech
Ay_366VhYFU	piano
AyfuBDN3Vdw	fixed-wing_aircraft,clapping,laughter
B-9lyla6p1Y	speech
B-ThaXckuX0	shofar
B19hM-JPWUs	chicken_rooster,speech,laughter,accordion
B1AANgvYMw4	playing_basketball
B1lgdDlspV8	playing_tennis,speech,clapping,cheering
B3eZplAWNlw	playing_basketball,clapping,speech
B4RVwNLjIqY	frisbee,cheering,laughter,speech
B4jFn4MqAmI	speech,laughter,cheering
B6ktdesfhec	rodents
B83nmCSwRuw	dog,laughter,piano
B9hqq_51h7A	speech,clapping,cheering,playing_basketball,guitar
B9z87viDmOo	guitar,singing,cheering,clapping
BAgUUUOGaxI	accordion
BBYIJjcxapk	alarm
BD0aZ9ksgAI	speech,cry
BDDxfr4xf0k	helicopter,speech
BFU4nurvCAw	horse,car
BG-lnBgvnao	alarm
BGEMgl1xjac	rodents,speech
BGxO2zGGWZE	cry,speech
BMZwrvCj4sw	playing_ping-pong,clapping,laughter
BNJRalQbHog	guitar,singing
BNaJaIvAKKo	playing_baseball,speech,cheering
BPQOTj6zgNg	playing_basketball,speech,clapping
BQd0UwK-gio	rodents,speech
BQlSMv7L80E	playing_basketball,speech,clapping
BRI8MGYefXE	piano,accordion
BUDSBKf-or0	car,speech,piano
BUlgyBEKvaY	playing_badminton,speech
BVEBQd_BWko	alarm,speech,laughter
BVsvh-DA0I8	alarm,speech
BWeF4kP3DzM	speech,clapping,cheering
BXdLkM8ed2c	accordion
BZE7WIw8fA8	playing_badminton
BaCGa4XRnFU	speech,cheering,laughter,drum,clapping
BaMIYW1bZGc	playing_basketball
BbICOMJQ0F0	playing_volleyball,speech
BcHaK1t-WS0	playing_badminton,speech
Bd0oLUOOhlw	drum,cello,guitar
BfrgQGGlUMk	speech,car_alarm
BgmQCN0MQD4	shofar,speech
BgyP7fzI7GM	alarm,speech
BhJa0kTUdGY	guitar,speech,cheering
BhYaXU1MVcQ	shofar
BiWtLbgkch8	playing_ping-pong,speech
BjOZ7EQ_up8	frisbee,speech
BjR_ixR8TUw	playing_basketball
Bl3Kw_FmGZw	playing_basketball,speech,singing
BlbJ0KFcDQo	piano,drum,cheering,speech
BnYM9viEDBI	chainsaw,dog
BnkUgUQBED0	cat,singing
BpATV7c5xCw	playing_basketball,speech,clapping
BpVAPPzj3ZI	playing_ping-pong,speech
BqmRiPZgeVY	playing_ping-pong,laughter,cheering
BsSQLHN9UKY	clapping,singing
BswmD3wEicU	playing_soccer,clapping,cheering,laughter
BuZ6TVEZP8w	playing_basketball,speech
BveeoiARdSY	rodents
BwCdiMGPQNw	alarm
BwIbsyQSFmI	speech,laughter,guitar
Bx743aah7o8	clapping,piano,drum,dance,speech
BxZnfmxGDfA	clapping,horse,cheering,drum
BxrEVf0EzbI	speech,cheering,playing_soccer,clapping,drum
BxwydTZiLG4	speech,violin,singing
BxyOAXTWkzk	horse,speech
ByrPm6uRGXY	speech,frisbee,playing_soccer
Bz2TLjJ3J1I	guitar
Bz_jFz5LvYU	playing_ping-pong,cheering,clapping
C-LBEPDlRzQ	alarm,speech,cheering,clapping
C2GgG5yFmII	chainsaw
C3gtpClbp8k	playing_volleyball,speech,clapping
C3nZuz3zq0k	playing_ping-pong,laughter,speech
C4l0CG4ojf4	alarm
C4wisOkrsSM	speech
C5DmrdolSV4	playing_basketball,speech,clapping
C75w8AS572s	cheering,piano,clapping,singing
C7S3UPqVxlY	accordion
C8-HU0mCA5c	playing_volleyball,cheering,clapping,speech
C9g9xgCo8MU	playing_badminton,speech
C9q1QHqlAVA	speech,horse,cheering,laughter
CANLRXYXUqE	violin,clapping
CBL31JcCt24	playing_tennis
CBnxYvwn1fc	playing_basketball,speech,cheering
CCsQ3Ioa4ls	playing_basketball,speech
CEzyxkUbG9A	playing_basketball,speech
CGRzfUccmNE	clapping,cheering,playing_tennis
CGk8_igDsrQ	rodents
CGr7NCrICj0	playing_badminton,clapping,speech
CIc8tUcMcMs	dog,playing_tennis,speech
CJIHcvrdZbs	playing_ping-pong,cheering,clapping
CJjTs72p1gI	alarm
CKBM6AmkWX4	playing_badminton,speech,clapping
CKVqtcQesBw	singing,dance,cheering,clapping
CKi2K2ktcAs	singing,playing_baseball,speech
CKmoUNUp5Wk	playing_badminton,speech
CL2HqFrcQZg	playing_basketball,speech,cheering
CLUTPuc3fz8	cry,laughter,speech
CMbeUheMLdY	guitar,singing,speech
COoJtPFTkhU	car_alarm,car
CQ1-18Anjh4	laughter,speech,cat
CRHUB69e7sg	singing,dance,clapping,cheering
CRlW_VyYhW4	horse,speech
CRzFAMUJVqQ	horse,laughter,speech
CSVLZgWziqI	cheering,clapping
CTIzhv_5ckU	cheering,dance,singing,clapping
CTsZ0Xj4upw	drum,clapping,cheering
CTzaeyoqQuo	playing_volleyball,speech
CWFnfL-5X-M	playing_basketball,speech
CXHmyzNoP5Y	chainsaw
CYgMkBj2f-o	cheering,clapping
CZtcMSrDjVc	piano,helicopter
CbiiVlIz9-s	speech,playing_ping-pong,dance,clapping
CcQH-AMgcXA	frisbee,speech
CgCMBFcifVE	accordion
CgINDJXO6Kc	playing_ping-pong,speech
Ch_RpcvHirQ	playing_badminton,clapping,speech
ChwFGMDONqE	shofar,speech
Ci5kFLJqyXU	rodents
CjVVNuraly8	speech,alarm,laughter
Ck8PgKWQluk	fixed-wing_aircraft,car,speech
CkQMje2IPII	playing_badminton,clapping,speech,cheering
CkuchLj4Pus	playing_ping-pong,cheering,clapping
ClHChIXxFEA	rodents
ClTzzGQatXo	alarm
CmIgUQlwOKw	alarm,speech
Co7vOJiMeO0	cry,speech,singing,cheering,clapping
CoykkEgJg9k	playing_badminton,speech
Cq1WP89BKlA	cry,laughter,speech
CrMa45NCRl0	cello,cheering
CrytEz40V04	piano,drum,shofar
CtxbVh2n0WY	playing_ping-pong,speech
CvqQZ8ben2A	drum,singing,cheering,speech
Cwkej79U3ek	piano,speech
CxFYx5H5hGI	playing_badminton,speech
Cy8oZuxWML8	frisbee,dog
D-tG2iAK0oc	playing_basketball,speech
D0-wedP8APM	speech,guitar
D051J5Ja_k0	frisbee,dog,speech
D1rQgYjdzyI	cry
D2-TXSh_AAE	playing_basketball,speech,laughter
D26nRqhUtX4	banjo,drum
D2SDypKwQyE	playing_badminton,laughter
D3NeaaKpEPs	singing,guitar,piano,drum
D3zqu4XETEo	piano,clapping,cheering
D4pLx2SFigY	playing_badminton,speech
D4uV57RSX_4	singing
D5213U_kmzw	violin,clapping
D5BXr-NdrNI	singing,piano,clapping,cheering
D7EjTsIMAx8	playing_basketball,speech
D7XrXb-YXx8	playing_badminton
D7eSAdYoQ3I	horse,speech
DBKdnHyDp5U	fixed-wing_aircraft
DBsLxqH-0bQ	clapping,cheering,laughter,speech
DDgT1J61hbU	cheering,playing_tennis
DFB_gP3VATc	rodents
DFS9RBAmuxk	dog,guitar,drum
DHLBMEIV1eA	playing_badminton,clapping
DHbLuIxw3y4	cello,piano,violin
DITF5AOo5iY	frisbee,dog,speech
DIkTZTILiG0	dog,guitar,drum
DKC-lRhvdNY	cello
DK_bLnRpz8I	alarm,chicken_rooster,car_alarm
DKfg1l4C74o	playing_basketball
DKpRyscEKlM	playing_basketball
DLPQF4MdItA	horse,speech,cheering,laughter
DLsBsnhgXvc	speech,laughter
DMxPK15JXBk	accordion,piano,drum,clapping
DNr4RPLJQgU	speech,playing_badminton
DODjelDOPJQ	playing_tennis,speech,laughter,cheering
DP39sTllcPU	helicopter,speech
DQ6VDoW3z-s	speech,car
DSLlrHOULXE	guitar,cello,piano,drum,clapping
DTk5EFwnFPc	speech,laughter,clapping
DX_LNgP2J80	playing_basketball,speech
DY77nXnXSJ0	piano,cello
DZPQHyoP8ts	helicopter
DZU2cg94RpI	playing_basketball,speech
D_N0rTZZb4k	speech,alarm,cry
Da0Y_Cckj94	shofar,speech
DbT0WkVwM0U	playing_badminton,speech
DfXHA8znq_E	speech,laughter
Dfmn9M6hXVI	clapping,piano,singing
Dg0Qe-d_qfU	playing_basketball,clapping,cheering
DguNaXsf-XA	speech,violin,cheering,clapping
DjmrZ8XuPvw	rodents
DkPhdIT0-vU	speech,clapping,cheering,banjo,laughter
Do4yhF0qy2c	rodents
DpWLsCIrJPQ	playing_ping-pong,car
DqZlnZVFSWs	helicopter,speech,horse
DrZEPAUwSCg	fixed-wing_aircraft
Drybu0fdLpU	speech,fixed-wing_aircraft,laughter
Dv7T_V-7ERg	cheering
E-4Ctn_sqQk	clapping,cheering,speech,frisbee,dog
E02Dme6vme4	playing_badminton
E1WJIDkRPUE	playing_tennis,speech,laughter,cheering
E33oDjggTYI	alarm,speech
E4HGl-faels	playing_basketball,speech,clapping
E4OreeP4NrQ	playing_basketball,speech,clapping
E5GTVPpvEdA	rodents,speech
E6SvVeL6haA	dance,playing_volleyball,speech
E7mlDVmeZU4	playing_basketball,speech
E8xP0lo8cx8	shofar
E9wiFJKLvns	accordion,speech
EAcXF1obMmw	speech
ECAK9XHakW4	violin,singing,laughter,cello,clapping,cheering
ECiOf8n2QZc	violin
EDKta6tg2w4	speech,cheering
EDal0UtzjTA	playing_basketball,clapping
EERec7L2eFo	speech
EFTDd9mrcqs	cheering
EJiyr-6l3ps	cat
EK0JBqXIj6o	guitar,drum,singing
EKQrBURDtQE	shofar
